x,y,z,row,pitch,yaw
0.94,0.0,0.6,0,0,-3.14159
0.94,0.0,0.6,0,0,-3.14159
0.94,0.0,0.6,0,0,-3.14159
1.0134409578323365,0.05398758411407472,0.7776485295295715,0,0,-3.1411022474945067
1.0134409578323365,0.05398758411407472,0.7776485295295715,0,0,-3.1411022474945067
1.0134409578323365,0.05398758411407472,0.7776485295295715,0,0,-3.1411022474945067
1.0387920081717337,0.07782466085548075,0.836843238834642,0,0,-3.137428738167918
1.0387920081717337,0.07782466085548075,0.836843238834642,0,0,-3.137428738167918
1.042150217889394,0.08094960420852859,0.8505993370816078,0,0,-3.138163013881744
1.042150217889394,0.08094960420852859,0.8505993370816078,0,0,-3.138163013881744
1.042150217889394,0.08094960420852859,0.8505993370816078,0,0,-3.138163013881744
1.0420901601580463,0.07894366579370003,0.8473498687957786,0,0,-3.139893934091108
1.0420901601580463,0.07894366579370003,0.8473498687957786,0,0,-3.139893934091108
1.0347724135012908,0.09811764498775388,0.8493579475425868,0,0,-3.120015466569456
1.0347724135012908,0.09811764498775388,0.8493579475425868,0,0,-3.120015466569456
1.0355441468692772,0.0756733352305235,0.8377593302551734,0,0,-3.140853993838236
1.0355441468692772,0.0756733352305235,0.8377593302551734,0,0,-3.140853993838236
1.0355441468692772,0.0756733352305235,0.8377593302551734,0,0,-3.140853993838236
1.0285032648037664,0.08568751466332704,0.838812237050753,0,0,-3.1297246960134486
1.0285032648037664,0.08568751466332704,0.838812237050753,0,0,-3.1297246960134486
1.0265894011153411,0.08262917363507034,0.8345595519874388,0,0,-3.1320092516563203
1.0265894011153411,0.08262917363507034,0.8345595519874388,0,0,-3.1320092516563203
1.0248149925736432,0.07967412169035025,0.8369703014302021,0,0,-3.13461800699815
1.0248149925736432,0.07967412169035025,0.8369703014302021,0,0,-3.13461800699815
1.0248149925736432,0.07967412169035025,0.8369703014302021,0,0,-3.13461800699815
1.022686662959555,0.07621572581560469,0.839394413516495,0,0,-3.137695463776506
1.022686662959555,0.07621572581560469,0.839394413516495,0,0,-3.137695463776506
1.022686662959555,0.07621572581560469,0.839394413516495,0,0,-3.137695463776506
1.0221023300716066,0.06388530746589538,0.835765800757865,0,0,-3.14857599088606
1.0221023300716066,0.06388530746589538,0.835765800757865,0,0,-3.14857599088606
1.0187896442681632,0.07026119566644294,0.8312459546389854,0,0,-3.142893379358595
1.0187896442681632,0.07026119566644294,0.8312459546389854,0,0,-3.142893379358595
1.0187896442681632,0.07026119566644294,0.8312459546389854,0,0,-3.142893379358595
1.0153777962344321,0.0768591332883061,0.8392334489005426,0,0,-3.1377702371846845
1.0153777962344321,0.0768591332883061,0.8592334484535078,0,0,-3.1377702371846845
1.0135909058883625,0.07992540646168403,0.8741185874226858,0,0,-3.1352169531590115
1.0135909058883625,0.07992540646168403,0.9091185875716974,0,0,-3.1352169531590115
1.014198282207314,0.07115475717359188,0.8718555716973795,0,0,-3.143473809728788
1.014198282207314,0.07115475717359188,0.9218555724424375,0,0,-3.143473809728788
1.013193735814186,0.06952046338079103,0.8725729611212782,0,0,-3.1438549153168496
1.013193735814186,0.06952046338079103,0.9225729618663363,0,0,-3.1438549153168496
1.013193735814186,0.06952046338079103,0.9575729620153479,0,0,-3.1438549153168496
1.017374123180161,0.06554291944881509,0.8779384864344066,0,0,-3.144710666460658
1.017374123180161,0.06554291944881509,0.9279384871794647,0,0,-3.144710666460658
1.017374123180161,0.06554291944881509,0.9479384867324299,0,0,-3.144710666460658
1.0180932104410427,0.07637576914831888,0.8773733087553816,0,0,-3.131676005018698
1.0180932104410427,0.07637576914831888,0.9173733078613119,0,0,-3.131676005018698
1.014412255338027,0.09056365239283942,0.8667284253966167,0,0,-3.119022132266681
1.014412255338027,0.09056365239283942,0.9167284261416747,0,0,-3.119022132266681
1.012341798752556,0.09278421101063854,0.8677731564208101,0,0,-3.1193765814177303
1.012341798752556,0.09278421101063854,0.9177731571658682,0,0,-3.1193765814177303
1.012341798752556,0.09278421101063854,0.9377731567188333,0,0,-3.1193765814177303
1.009430170315366,0.10534356844118806,0.9337511684239637,0,0,-3.1112675043584606
1.009430170315366,0.10534356844118806,0.9687511685729753,0,0,-3.1112675043584606
1.0067489533967255,0.09627625814369963,0.9911854922316932,0,0,-3.122606455004762
1.0067489533967255,0.09627625814369963,1.0411854929767512,0,0,-3.122606455004762
1.0067489533967255,0.09627625814369963,1.0611854925297164,0,0,-3.122606455004762
1.0056326834091964,0.08970039201193637,1.0924627150616828,0,0,-3.1307466817607805
1.0056326834091964,0.08970039201193637,1.1424627158067409,0,0,-3.1307466817607805
1.0056326834091964,0.08970039201193637,1.1474627156949821,0,0,-3.1307466817607805
1.0157003384239351,0.11000794775610469,1.1553836252949183,0,0,-3.1126675211967796
1.0157003384239351,0.11000794775610469,1.1953836244008487,0,0,-3.1126675211967796
1.0166328477507376,0.10125428258562573,1.2169442098283265,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.2669442105733846,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.2819442102381085,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.31694421038712,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.3669442111321781,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.3669442111321781,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.4169442118772362,0,0,-3.1221934372220455
1.0166328477507376,0.10125428258562573,1.4519442120262478,0,0,-3.1221934372220455
